city,date,direction,district,floors,front_road,id,length,price,property_legal_document,rooms,size,type_adv,type_real_estate,ward,width
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Gò Vấp,2,"3,5m",7768471,14m," 3,95 tỷ ",---,2, 42 m,Cần bán,Nhà trong hẻm,Phường 12,"3,5m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Phú Nhuận,2,8m,9200522,20m," 11,3 tỷ ",---,2, 98 m,Cần bán,Nhà trong hẻm,Phường 1,5m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Phú Nhuận,5,6m,5877681,12m," 5,1 tỷ ",Giấy tờ hợp lệ,5, 45 m,Cần bán,Nhà trong hẻm,Phường 4,"4,2m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Bình Thạnh,4,4m,9103735,14m," 6,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 61 m,Cần bán,Nhà trong hẻm,Phường 11,"4,4m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Huyện Bình Chánh,1,10m,8982659,23m," 1,5 tỷ ",Sổ hồng/ Sổ đỏ,3, 100 m,Cần bán,Nhà mặt tiền,Xã Tân Quý Tây,"4,5m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Huyện Bình Chánh,---,10m,8980968,16m," 1,8 tỷ ",Sổ hồng/ Sổ đỏ,---, 80 m,Cần bán,"Đất thổ cư, đất ở",Xã Bình Chánh,5m
Hồ Chí Minh,Ngày đăng: 31/10/2021,Đông,Huyện Bình Chánh,1,10m,9125092,10m," 1,8 tỷ ",Sổ hồng/ Sổ đỏ,3, 100 m,Cần bán,Nhà mặt tiền,Xã Tân Quý Tây,5m
Hồ Chí Minh,Ngày đăng: 31/10/2021,Tây,Quận 9,---,10m,8504483,35m," 7,5 tỷ ",Sổ hồng/ Sổ đỏ,---, 168 m,Cần bán,"Đất thổ cư, đất ở",Phường Phú Hữu,5m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Bình Thạnh,2,20m,9170969,"5,5m"," 7,4 tỷ ",Sổ hồng/ Sổ đỏ,4, 75 m,Cần bán,Nhà mặt tiền,Phường 12,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 9,4,10m,8553480,21m, 8 tỷ ,Sổ hồng/ Sổ đỏ,6, 82 m,Cần bán,Nhà mặt tiền,Phường Phước Long A,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Huyện Bình Chánh,---,10m,8724588,16m," 2,05 tỷ ",Sổ hồng/ Sổ đỏ,3, 80 m,Cần bán,"Đất thổ cư, đất ở",Xã Bình Chánh,5m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 9,3,8m,8537611,---, 8 tỷ ,---,4, 82 m,Cần bán,Nhà trong hẻm,Phường Phước Long A,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 9,3,20m,8766498,---, 41 tỷ ,Sổ hồng/ Sổ đỏ,6, 550 m,Cần bán,"Biệt thự, nhà liền kề",Phường Phước Long B,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Gò Vấp,5,10m,9140607,"21,5m", 12 tỷ ,Sổ hồng/ Sổ đỏ,4, 84 m,Cần bán,Nhà trong hẻm,Phường 10,"4,5m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Tân Bình,4,5m,6017115,---," 8,2 tỷ ",Sổ hồng/ Sổ đỏ,4, 50 m,Cần bán,Nhà trong hẻm,Phường 5,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Tân Bình,3,10m,7931719,---," 6,79 tỷ ",Sổ hồng/ Sổ đỏ,4, 40 m,Cần bán,Nhà trong hẻm,Phường 7,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Gò Vấp,5,6m,9204678,13m," 5,1 tỷ ",---,4, 60 m,Cần bán,Nhà trong hẻm,Phường 10,"4,5m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Bình Thạnh,5,8m,9170295,12m," 5,8 tỷ ",Sổ hồng/ Sổ đỏ,6, 47 m,Cần bán,Nhà mặt tiền,Phường 1,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 3,2,5m,7773430,---," 16,9 tỷ ",Sổ hồng/ Sổ đỏ,4, 124 m,Cần bán,Nhà trong hẻm,Phường 8,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 10,5,16m,5437776,---," 15,9 tỷ ",Sổ hồng/ Sổ đỏ,12, 84 m,Cần bán,"Nhà hàng, khách sạn",Phường 14,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Phú Nhuận,2,4m,6993808,---," 18,4 tỷ ",Sổ hồng/ Sổ đỏ,4, 64 m,Cần bán,Nhà mặt tiền,Phường 7,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 5,6,20m,7390544,---, 19 tỷ ,Sổ hồng/ Sổ đỏ,6, 55 m,Cần bán,Nhà mặt tiền,Phường 5,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Gò Vấp,4,10m,9103895,15m," 8,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 63 m,Cần bán,Nhà trong hẻm,Phường 5,"4,4m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Bình Thạnh,4,8m,9200542,17m," 9,1 tỷ ",---,5, 65 m,Cần bán,Nhà trong hẻm,Phường 11,"4,5m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Phú Nhuận,3,"3,5m",8073517,---, 7 tỷ ,Sổ hồng/ Sổ đỏ,3, 43 m,Cần bán,Nhà trong hẻm,Phường 12,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 3,3,20m,9238377,24m, 52 tỷ ,Sổ hồng/ Sổ đỏ,6, 96 m,Cần bán,Nhà mặt tiền,Phường 5,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Phú Nhuận,2,10m,6047165,23m," 25,99 tỷ ",Sổ hồng/ Sổ đỏ,3, 126 m,Cần bán,Nhà mặt tiền,Phường 1,"5,4m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 3,2,"3,5m",5398283,---," 5,2 tỷ ",Sổ hồng/ Sổ đỏ,3, 72 m,Cần bán,Nhà trong hẻm,Phường 14,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 1,6,14m,7151576,---, 25 tỷ ,---,13, 70 m,Cần bán,Nhà mặt tiền,Phường Đa Kao,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Phú Nhuận,3,6m,6043854,18m," 14,39 tỷ ",Sổ hồng/ Sổ đỏ,4, 85 m,Cần bán,Nhà trong hẻm,Phường 15,5m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 10,5,16m,7956510,---," 15,9 tỷ ",Sổ hồng/ Sổ đỏ,12, 86 m,Cần bán,Nhà trong hẻm,Phường 14,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 3,5,4m,8902334,---," 6,74 tỷ ",---,6, 36 m,Cần bán,Nhà trong hẻm,Phường 12,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Bình Thạnh,1,14m,9075072,---," 35,9 tỷ ",---,3, 220 m,Cần bán,Nhà mặt tiền,Phường 5,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 10,3,4m,8902359,---," 5,59 tỷ ",---,3, 32 m,Cần bán,Nhà trong hẻm,Phường 15,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Bình Tân,3,6m,3418938,15m," 3,9 tỷ ",Sổ hồng/ Sổ đỏ,4, 60 m,Cần bán,Nhà trong hẻm,Phường Bình Trị Đông,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Bình Tân,3,6m,3710409,"19,3m"," 4,8 tỷ ",Sổ hồng/ Sổ đỏ,5, 77 m,Cần bán,Nhà trong hẻm,Phường Bình Hưng Hòa A,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Tân Bình,5,4m,8891878,---," 12,9 tỷ ",---,12, 85 m,Cần bán,Nhà trong hẻm,Phường 5,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 9,3,20m,6218187,15m," 5,7 tỷ ",Sổ hồng/ Sổ đỏ,4, 105 m,Cần bán,"Biệt thự, nhà liền kề",Phường Phú Hữu,7m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Phú Nhuận,4,12m,7434853,36m," 63,5 tỷ ",---,8, 270 m,Cần bán,Nhà mặt tiền,Phường 11,8m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Bình Thạnh,5,4m,8891851,15m," 12,49 tỷ ",---,14, 95 m,Cần bán,Nhà trong hẻm,Phường 5,5m
Hồ Chí Minh,Ngày đăng: 31/10/2021,Tây,Huyện Nhà Bè,3,7m,4362732,11m," 2,39 tỷ ",Sổ hồng/ Sổ đỏ,4, 120 m,Cần bán,Nhà trong hẻm,Xã Phước Kiển,"3,3m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Bình Thạnh,3,6m,8253750,---, 14 tỷ ,---,4, 134 m,Cần bán,Nhà trong hẻm,Phường 11,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Phú Nhuận,6,6m,7196161,---, 15 tỷ ,---,13, 84 m,Cần bán,Nhà trong hẻm,Phường 14,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,Đông,Quận Bình Tân,1,6m,9191539,18m," 4,9 tỷ ",Sổ hồng/ Sổ đỏ,1, 72 m,Cần bán,Nhà trong hẻm,Phường Tân Tạo,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,Tây Bắc,Quận Bình Tân,3,8m,8122417,19m," 7,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 72 m,Cần bán,Nhà mặt tiền,Phường An Lạc A,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Phú Nhuận,3,3m,7928331,7m," 4,2 tỷ ",---,3, 28 m,Cần bán,Nhà trong hẻm,Phường 1,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 5,6,3m,7490332,---," 9,85 tỷ ",Sổ hồng/ Sổ đỏ,19, 75 m,Cần bán,"Phòng trọ, nhà trọ",Phường 1,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 10,5,5m,8891880,---," 10,49 tỷ ",---,11, 60 m,Cần bán,Nhà trong hẻm,Phường 13,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 2,3,10m,9004486,---, 36 tỷ ,---,6, 188 m,Cần bán,Nhà trong hẻm,Phường Bình Trưng Tây,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,Đông Nam,Quận Bình Tân,3,6m,9106901,20m," 7,4 tỷ ",Sổ hồng/ Sổ đỏ,4, 80 m,Cần bán,Nhà mặt tiền,Phường An Lạc A,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,Tây Bắc,Quận Bình Tân,1,6m,9143179,19m," 6,1 tỷ ",Sổ hồng/ Sổ đỏ,1, 76 m,Cần bán,Nhà mặt tiền,Phường An Lạc A,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,Bắc,Quận Bình Tân,2,11m,8260251,20m," 22,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 200 m,Cần bán,"Biệt thự, nhà liền kề",Phường Bình Trị Đông B,10m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Gò Vấp,5,35m,6178179,20m," 26,5 tỷ ",Sổ hồng/ Sổ đỏ,5, 100 m,Cần bán,Nhà mặt tiền,Phường 10,5m
Hồ Chí Minh,Ngày đăng: 31/10/2021,Nam,Quận Bình Tân,---,8m,8339637,20m," 8,7 tỷ ",Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất thổ cư, đất ở",Phường Bình Trị Đông B,5m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Phú Nhuận,3,8m,8891837,13m," 21,9 tỷ ",---,5, 100 m,Cần bán,Nhà trong hẻm,Phường 1,8m
Hồ Chí Minh,Ngày đăng: 31/10/2021,Nam,Quận Bình Tân,---,10m,8391505,21m," 15,5 tỷ ",Sổ hồng/ Sổ đỏ,---, 164 m,Cần bán,"Đất thổ cư, đất ở",Phường Bình Trị Đông B,8m
Hồ Chí Minh,Ngày đăng: 31/10/2021,Tây Bắc,Quận 6,4,8m,8415383,11m," 8,7 tỷ ",---,6, 50 m,Cần bán,Nhà mặt tiền,Phường 13,"4,9m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,Tây,Quận Bình Tân,2,10m,8298020,21m," 8,8 tỷ ",Sổ hồng/ Sổ đỏ,2, 84 m,Cần bán,Nhà mặt tiền,Phường Bình Trị Đông B,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,Bắc,Quận 6,3,16m,8342292,20m," 8,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 80 m,Cần bán,Nhà mặt tiền,Phường 10,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,Bắc,Quận Bình Tân,---,20m,8088709,20m," 13,5 tỷ ",Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất thổ cư, đất ở",Phường Bình Trị Đông B,5m
Hồ Chí Minh,Ngày đăng: 31/10/2021,Tây,Quận Bình Tân,---,10m,8448623,20m," 7,7 tỷ ",Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất thổ cư, đất ở",Phường Bình Trị Đông B,5m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 6,3,"5,5m",9106756,12m, 7 tỷ ,Sổ hồng/ Sổ đỏ,3, 65 m,Cần bán,Nhà mặt tiền,Phường 13,"4,7m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Phú Nhuận,5,6m,9050882,---," 7,89 tỷ ",---,4, 42 m,Cần bán,Nhà trong hẻm,Phường 3,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Bình Tân,3,7m,3700923,17m," 4,28 tỷ ",Sổ hồng/ Sổ đỏ,4, 68 m,Cần bán,Nhà trong hẻm,Phường Bình Trị Đông,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Tân Bình,7,16m,7076488,20m, 32 tỷ ,---,1, 136 m,Cần bán,Nhà mặt tiền,Phường 12,"5,5m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 4,1,3m,6578339,7m," 2,5 tỷ ",---,2, 28 m,Cần bán,Nhà trong hẻm,Phường 14,"4,5m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,Đông,Quận Bình Tân,2,10m,5865501,20m, 12 tỷ ,Sổ hồng/ Sổ đỏ,3, 120 m,Cần bán,Nhà mặt tiền,Phường Bình Trị Đông B,6m
Hồ Chí Minh,Ngày đăng: 31/10/2021,Bắc,Quận 6,---,12m,7946682,26m," 11,5 tỷ ",Sổ hồng/ Sổ đỏ,---, 104 m,Cần bán,"Đất thổ cư, đất ở",Phường 11,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,Đông,Quận 5,3,6m,7037075,"14,9m"," 17,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 184 m,Cần bán,Nhà trong hẻm,Phường 2,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Phú Nhuận,4,4m,9237709,12m," 10,5 tỷ ",Sổ hồng/ Sổ đỏ,7, 61 m,Cần bán,Nhà trong hẻm,Phường 17,"5,3m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Tân Bình,5,6m,8575019,"22,5m"," 12,5 tỷ ",Sổ hồng/ Sổ đỏ,11, 130 m,Cần bán,Nhà trong hẻm,Phường 4,"4,2m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Tân Phú,3,6m,8575698,"12,5m"," 5,3 tỷ ",Sổ hồng/ Sổ đỏ,4, 50 m,Cần bán,Nhà mặt tiền,Phường Tân Quý,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Thành phố Thủ Đức,10,---,6047531,---," 1,8 tỷ ",---,2, 62 m,Cần bán,Căn hộ chung cư,Phường Tam Bình,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,Nam,Quận 8,3,"3,5m",7392030,"8,43m"," 4,8 tỷ ",Sổ hồng/ Sổ đỏ,3, 94 m,Cần bán,Nhà trong hẻm,Phường 1,"4,07m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,Bắc,Quận Bình Tân,3,10m,8070457,20m," 13,8 tỷ ",Sổ hồng/ Sổ đỏ,4, 120 m,Cần bán,Nhà mặt tiền,Phường Bình Trị Đông B,6m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Tân Bình,5,3m,8276647,10m," 8,3 tỷ ",Sổ hồng/ Sổ đỏ,5, 100 m,Cần bán,Nhà trong hẻm,Phường 3,10m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Tân Bình,2,8m,8305070,12m," 6,6 tỷ ",Sổ hồng/ Sổ đỏ,2, 40 m,Cần bán,Nhà mặt tiền,Phường 6,"3,3m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,Đông,Quận Phú Nhuận,3,3m,7203624,"10,34m"," 6,5 tỷ ",Sổ hồng/ Sổ đỏ,5, 125 m,Cần bán,Nhà trong hẻm,Phường 5,"3,62m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Tân Phú,4,---,8295102,"15,5m"," 7,2 tỷ ",Sổ hồng/ Sổ đỏ,4, 77 m,Cần bán,Nhà trong hẻm,Phường Phú Thạnh,5m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 1,4,4m,7257860,17m," 16,5 tỷ ",---,5, 62 m,Cần bán,Nhà trong hẻm,Phường Cô Giang,"4,2m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 10,4,7m,8060079,18m," 31,5 tỷ ",---,5, 148 m,Cần bán,Nhà trong hẻm,Phường 12,8m
Hồ Chí Minh,Ngày đăng: 31/10/2021,Bắc,Quận Bình Tân,3,8m,8439593,"22,5m"," 9,2 tỷ ",Sổ hồng/ Sổ đỏ,4, 90 m,Cần bán,Nhà mặt tiền,Phường Bình Trị Đông B,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 1,2,4m,7197960,"14,5m"," 12,5 tỷ ",---,2, 58 m,Cần bán,Nhà mặt tiền,Phường Cô Giang,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 10,6,30m,8872105,25m," 35,5 tỷ ",---,18, 99 m,Cần bán,Nhà mặt tiền,Phường 12,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Tân Bình,2,8m,8657841,18m, 16 tỷ ,Sổ hồng/ Sổ đỏ,2, 165 m,Cần bán,Nhà trong hẻm,Phường 15,8m
Hồ Chí Minh,Ngày đăng: 31/10/2021,Bắc,Quận Gò Vấp,1,4m,7960528,7m," 3,1 tỷ ",Sổ hồng/ Sổ đỏ,2, 41 m,Cần bán,Nhà trong hẻm,Phường 12,"3,14m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Tân Bình,4,---,8289241,13m," 8,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 52 m,Cần bán,Nhà trong hẻm,Phường 8,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 3,4,30m,8897705,19m, 75 tỷ ,---,5, 120 m,Cần bán,Nhà mặt tiền,Phường 5,"6,2m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 1,8,30m,7659618,22m, 53 tỷ ,---,18, 90 m,Cần bán,Nhà mặt tiền,Phường Nguyễn Thái Bình,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 10,5,30m,7474740,16m," 29,5 tỷ ",---,6, 67 m,Cần bán,Nhà mặt tiền,Phường 3,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 10,3,5m,5751165,15m," 13,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 65 m,Cần bán,Nhà trong hẻm,Phường 5,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,Đông Bắc,Huyện Nhà Bè,---,8m,4342762,16m, 41 triệu / m,Sổ hồng/ Sổ đỏ,---, 80 m,Cần bán,"Đất nền, liền kề, đất dự án",Xã Phú Xuân,5m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 5,6,15m,8567982,14m, 19 tỷ ,---,7, 53 m,Cần bán,Nhà mặt tiền,Phường 5,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 11,6,30m,8897814,8m," 8,8 tỷ ",---,7, 24 m,Cần bán,Nhà mặt tiền,Phường 6,3m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 10,5,30m,7712284,20m," 29,8 tỷ ",---,11, 73 m,Cần bán,Nhà mặt tiền,Phường 1,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 10,5,30m,7579116,14m, 16 tỷ ,Sổ hồng/ Sổ đỏ,8, 40 m,Cần bán,Nhà mặt tiền,Phường 5,"3,5m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Tân Bình,4,4m,8885957,15m," 7,4 tỷ ",Sổ hồng/ Sổ đỏ,4, 60 m,Cần bán,Nhà trong hẻm,Phường 3,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 10,3,30m,7634647,15m, 28 tỷ ,---,5, 50 m,Cần bán,Nhà mặt tiền,Phường 6,"3,8m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 10,5,10m,8010397,15m, 24 tỷ ,Sổ hồng/ Sổ đỏ,4, 75 m,Cần bán,Nhà mặt tiền,Phường 8,5m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 10,1,12m,7913252,24m, 34 tỷ ,Sổ hồng/ Sổ đỏ,3, 216 m,Cần bán,Nhà mặt tiền,Phường 15,9m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Phú Nhuận,2,4m,7200184,10m," 5,2 tỷ ",Sổ hồng/ Sổ đỏ,2, 40 m,Cần bán,Nhà trong hẻm,Phường 7,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Phú Nhuận,5,3m,7950570,15m, 9 tỷ ,Sổ hồng/ Sổ đỏ,5, 95 m,Cần bán,Nhà trong hẻm,Phường 11,6m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 1,5,30m,8897884,12m, 31 tỷ ,---,4, 50 m,Cần bán,Nhà mặt tiền,Phường Cầu Ông Lãnh,"4,2m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Tân Bình,3,5m,7633910,15m," 7,9 tỷ ",Sổ hồng/ Sổ đỏ,3, 60 m,Cần bán,Nhà trong hẻm,Phường 5,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Tân Bình,5,4m,7618524,13m," 8,49 tỷ ",Sổ hồng/ Sổ đỏ,4, 65 m,Cần bán,Nhà trong hẻm,Phường 7,5m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Bình Thạnh,2,5m,7310004,6m," 5,7 tỷ ",Sổ hồng/ Sổ đỏ,2, 42 m,Cần bán,Nhà trong hẻm,Phường 6,7m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Bình Thạnh,3,10m,7393826,19m, 30 tỷ ,---,7, 152 m,Cần bán,Nhà mặt tiền,Phường 6,8m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Tân Bình,2,6m,7186965,20m," 7,8 tỷ ",Sổ hồng/ Sổ đỏ,2, 80 m,Cần bán,Nhà trong hẻm,Phường 1,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Tân Bình,4,5m,8401210,9m," 8,7 tỷ ",Sổ hồng/ Sổ đỏ,4, 81 m,Cần bán,Nhà trong hẻm,Phường 3,9m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Bình Thạnh,1,20m,7533801,---," 7,4 tỷ ",---,3, 53 m,Cần bán,Nhà mặt tiền,Phường 11,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Phú Nhuận,3,15m,6369129,---," 10,8 tỷ ",---,6, 59 m,Cần bán,Nhà mặt tiền,Phường 12,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Gò Vấp,1,7m,6567422,---," 8,3 tỷ ",---,5, 90 m,Cần bán,Nhà mặt tiền,Phường 1,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Tân Bình,4,10m,8006848,---," 12,5 tỷ ",---,7, 92 m,Cần bán,Nhà mặt tiền,Phường 2,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Gò Vấp,4,20m,6578321,---, 14 tỷ ,---,5, 89 m,Cần bán,Nhà mặt tiền,Phường 3,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Bình Thạnh,3,6m,7610693,"23,8m", 17 tỷ ,Sổ hồng/ Sổ đỏ,4, 150 m,Cần bán,Nhà trong hẻm,Phường 7,"6,3m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Phú Nhuận,5,4m,7208412,5m," 6,8 tỷ ",---,6, 50 m,Cần bán,Nhà trong hẻm,Phường 3,10m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Bình Tân,---,4m,8435380,---," 23,9 tỷ ",---,---, 637 m,Cần bán,"Đất thổ cư, đất ở",Phường Bình Trị Đông,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Tân Bình,3,8m,8329666,23m, 14 tỷ ,Sổ hồng/ Sổ đỏ,3, 115 m,Cần bán,Nhà trong hẻm,Phường 2,5m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận Gò Vấp,1,4m,6437546,---," 4,1 tỷ ",Sổ hồng/ Sổ đỏ,2, 36 m,Cần bán,Nhà trong hẻm,Phường 4,---
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Quận 1,6,30m,8872064,20m, 45 tỷ ,---,18, 77 m,Cần bán,Nhà mặt tiền,Phường Cầu Ông Lãnh,4m
Hồ Chí Minh,Ngày đăng: 31/10/2021,_,Huyện Hóc Môn,---,8m,7142910,37m," 19,5 tỷ ",Sổ hồng/ Sổ đỏ,---, 700 m,Cần bán,"Đất thổ cư, đất ở",Xã Bà Điểm,19m
Hồ Chí Minh,Ngày đăng: 31/10/2021,Tây Nam,Quận 12,3,8m,8731124,11m, 5 tỷ ,Sổ hồng/ Sổ đỏ,4, 58 m,Cần bán,Nhà trong hẻm,Phường Hiệp Thành,"5,7m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,Nam,Quận Phú Nhuận,3,3m,7087092,"11,2m"," 5,7 tỷ ",Sổ hồng/ Sổ đỏ,2, 97 m,Cần bán,Nhà trong hẻm,Phường 1,"3,15m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,Đông Nam,Quận Gò Vấp,1,2m,7116590,"11,82m"," 3,69 tỷ ",Sổ hồng/ Sổ đỏ,3, 102 m,Cần bán,Nhà trong hẻm,Phường 12,"4,55m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,Đông Nam,Quận 5,1,4m,7010536,"8,45m"," 4,6 tỷ ",Sổ hồng/ Sổ đỏ,3, 45 m,Cần bán,Nhà trong hẻm,Phường 1,"2,95m"
Hồ Chí Minh,Ngày đăng: 31/10/2021,Tây Bắc,Quận 10,2,6m,7163815,"6,4m"," 5,5 tỷ ",Sổ hồng/ Sổ đỏ,2, 59 m,Cần bán,Nhà trong hẻm,Phường 13,"3,11m"
